Frequenzen /MHz, Realteil V/Pa,Imagteil / (V/Pa) , Var (k=1) real / (V/Pa)^2, var k=1 imag / (V/Pa)^2, korrelation / (V/Pa)^2, Amplitude |M| / dB re 1V/Pa, Amplitude M / (V/Pa) , uns (k=1) / V/Pa, phase arg(M) / rad, uns k=1 /rad, korrelation [-1...1] 
6.100000e+00, 3.492149e-08, -4.777924e-10, 5.565413e-19, 1.063358e-19, 5.210205e-20, -1.491373e+02, 3.492476e-08, 7.450044e-10, -1.368105e-02, 9.403025e-03, 2.380507e-01 
6.200000e+00, 3.479628e-08, -3.871950e-10, 5.556962e-19, 1.034202e-19, 5.311640e-20, -1.491688e+02, 3.479843e-08, 7.446195e-10, -1.112702e-02, 9.296657e-03, 2.413343e-01 
6.300000e+00, 3.462413e-08, -5.275172e-10, 5.541377e-19, 1.030806e-19, 4.776740e-20, -1.492114e+02, 3.462815e-08, 7.433558e-10, -1.523436e-02, 9.341585e-03, 2.271283e-01 
6.400000e+00, 3.446208e-08, -4.767898e-10, 5.461414e-19, 1.294559e-19, 6.420522e-20, -1.492523e+02, 3.446538e-08, 7.377570e-10, -1.383432e-02, 1.051402e-02, 2.616303e-01 
6.500000e+00, 3.428713e-08, -3.116797e-10, 5.368110e-19, 1.275179e-19, 7.271312e-20, -1.492970e+02, 3.428855e-08, 7.317481e-10, -9.090032e-03, 1.046967e-02, 2.909185e-01 
6.600000e+00, 3.418803e-08, -1.457128e-10, 5.495193e-19, 1.298302e-19, 8.692675e-20, -1.493224e+02, 3.418834e-08, 7.407906e-10, -4.262074e-03, 1.056959e-02, 3.313997e-01 
6.700000e+00, 3.422448e-08, 1.409428e-11, 5.566112e-19, 1.235999e-19, 9.269776e-20, -1.493133e+02, 3.422448e-08, 7.461149e-10, 4.118187e-04, 1.026924e-02, 3.528191e-01 
6.800000e+00, 3.431639e-08, 1.082605e-10, 5.633832e-19, 1.208479e-19, 1.015642e-19, -1.492899e+02, 3.431656e-08, 7.510124e-10, 3.154765e-03, 1.010344e-02, 3.846809e-01 
6.900000e+00, 3.438783e-08, -2.599273e-11, 5.762773e-19, 1.126362e-19, 9.683307e-20, -1.492719e+02, 3.438784e-08, 7.590327e-10, -7.558699e-04, 9.765998e-03, 3.812502e-01 
7.000000e+00, 3.437149e-08, 3.473668e-11, 5.973781e-19, 1.082889e-19, 9.394997e-20, -1.492760e+02, 3.437151e-08, 7.730249e-10, 1.010624e-03, 9.565623e-03, 3.677050e-01 
7.100000e+00, 3.425415e-08, -1.637470e-10, 6.016706e-19, 9.869633e-20, 8.131808e-20, -1.493056e+02, 3.425454e-08, 7.751656e-10, -4.780319e-03, 9.207913e-03, 3.424117e-01 
7.200000e+00, 3.410539e-08, -7.501459e-11, 5.867192e-19, 1.003146e-19, 7.026451e-20, -1.493435e+02, 3.410547e-08, 7.657727e-10, -2.199490e-03, 9.301032e-03, 2.936564e-01 
7.300000e+00, 3.425256e-08, 2.055441e-10, 5.941260e-19, 1.050451e-19, 7.062936e-20, -1.493060e+02, 3.425318e-08, 7.713339e-10, 6.000767e-03, 9.424632e-03, 2.718401e-01 
7.400000e+00, 3.414469e-08, 3.789697e-10, 5.792651e-19, 1.096136e-19, 7.106495e-20, -1.493330e+02, 3.414679e-08, 7.620922e-10, 1.109848e-02, 9.628335e-03, 2.627551e-01 
7.500000e+00, 3.429677e-08, 4.406821e-10, 5.785545e-19, 1.170221e-19, 7.079709e-20, -1.492942e+02, 3.429960e-08, 7.617725e-10, 1.284838e-02, 9.898889e-03, 2.507101e-01 
